OBJECTID,ID,HOSPITAL_ NAME,ADDRESS,CITY,STUSPS,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,ST_FIPS,OWNER,BEDS,TRAUMA,HELIPAD,ZCTA5CE10
3052,4846952,"GRANT-BLACKFORD MENTAL HEALTH, INC",505 WABASH AVE,MARION,IN,46952,(765) 662-3971,PSYCHIATRIC,OPEN,16,GRANT,18053,USA,40.56423279,-85.6662408,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.cornerstone.org/,18,NOT AVAILABLE,16,NOT AVAILABLE,Y,46952
3053,1246219,COMMUNITY HOSPITAL EAST,1500 N RITTER AVE,INDIANAPOLIS,IN,46219,(317) 355-5411,GENERAL ACUTE CARE,OPEN,335,MARION,18097,USA,39.78731372,-86.07549818,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-01-22T00:00:00.000Z,http://www.ecommunity.com/east/,18,PROPRIETARY,335,NOT AVAILABLE,N,46219
3054,5946278,ORTHOINDY HOSPITAL,8400 NORTHWEST BLVD,INDIANAPOLIS,IN,46278,(317) 956-1000,SPECIAL,OPEN,38,MARION,18097,USA,39.90769543,-86.2672165,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.orthoindy.com,18,PROPRIETARY,38,NOT AVAILABLE,N,46278
3055,2357366,AVERA SAINT BENEDICT HEALTH CENTER,401 WEST GLYNN DRIVE,PARKSTON,SD,57366,(605) 928-3311,CRITICAL ACCESS,OPEN,25,HUTCHINSON,46067,USA,43.39969038,-97.99124056,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.averastbenedict.org,46,NON-PROFIT,25,TRH,N,57366
3056,5557070,PIONEER MEMORIAL HOSPITAL AND HEALTH SERVICES,315 NORTH WASHINGTON STREET,VIBORG,SD,57070,(605) 326-5161,CRITICAL ACCESS,OPEN,12,TURNER,46125,USA,43.17538103,-97.08404256,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.pioneermemorial.org,46,NON-PROFIT,12,TRH,N,57070
3057,5457580,WINNER REGIONAL HEALTHCARE CENTER,745 EAST 8TH STREET,WINNER,SD,57580,(605) 842-7100,CRITICAL ACCESS,OPEN,25,TRIPP,46123,USA,43.36992976,-99.84729509,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.winnerregional.org,46,NON-PROFIT,25,CTH,Y,57580
3058,1157730,CUSTER REGIONAL HOSPITAL,1039 MONTGOMERY STREET,CUSTER,SD,57730,(605) 673-9400,CRITICAL ACCESS,OPEN,11,CUSTER,46033,USA,43.77266246,-103.5941203,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.regionalhealth.com,46,NON-PROFIT,11,TRH,Y,57730
3059,4457028,AVERA FLANDREAU HOSPITAL,214 NORTH PRAIRIE STREET,FLANDREAU,SD,57028,(605) 997-2433,CRITICAL ACCESS,OPEN,18,MOODY,46101,USA,44.05135192,-96.59146309,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.avera.org/,46,NON-PROFIT,18,TRH,Y,57028
3060,4057022,AVERA DELLS AREA HOSPITAL,909 NORTH IOWA AVENUE,DELL RAPIDS,SD,57022,(605) 428-5431,CRITICAL ACCESS,OPEN,23,MINNEHAHA,46099,USA,43.82858454,-96.71580998,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.avera.org/,46,NON-PROFIT,23,TRH,Y,57022
3061,357252,MILBANK AREA HOSPITAL / AVERA HEALTH,901 EAST VIRGIL AVENUE,MILBANK,SD,57252,(605) 432-4538,CRITICAL ACCESS,OPEN,25,GRANT,46051,USA,45.22245806,-96.62717351,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.averamilbank.org,46,NON-PROFIT,25,TRH,N,57252
3062,1406450,MIDSTATE MEDICAL CENTER,435 LEWIS AVE,MERIDEN,CT,6450,(203) 694-8200,GENERAL ACUTE CARE,OPEN,156,NEW HAVEN,9009,USA,41.54939177,-72.80122911,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.midstatemedical.org,9,NON-PROFIT,156,NOT AVAILABLE,Y,6450
3063,8385006,ST LUKES BEHAVIORAL HOSPITAL,1800 E VAN BUREN STREET,PHOENIX,AZ,85006,NOT AVAILABLE,PSYCHIATRIC,OPEN,124,MARICOPA,4013,USA,33.45494415,-112.0420465,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://www.azdhs.gov/als/databases/,2018-08-11T00:00:00.000Z,IMAGERY,2016-07-12T00:00:00.000Z,http://www.iasishealthcare.com,4,PROPRIETARY,124,NOT AVAILABLE,Y,85006
3064,3106516,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,(203) 932-5711,MILITARY,OPEN,-999,NEW HAVEN,9009,USA,41.28184028,-72.96120653,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.connecticut.va.gov/,9,GOVERNMENT - FEDERAL,,NOT AVAILABLE,N,6516
3065,2406010,BRISTOL HOSPITAL,BREWSTER RD,BRISTOL,CT,6010,(860) 585-3000,GENERAL ACUTE CARE,OPEN,134,HARTFORD,9003,USA,41.67634286,-72.93551293,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bristolhospital.org,9,NON-PROFIT,134,NOT AVAILABLE,Y,6010
3066,2906032,JOHN DEMPSEY HOSPITAL,263 FARMINGTON AVE,FARMINGTON,CT,6032,(860) 679-1145,GENERAL ACUTE CARE,OPEN,137,HARTFORD,9003,USA,41.73076488,-72.79058452,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY/OTHER,2013-11-19T00:00:00.000Z,http://www.uchc.edu,9,GOVERNMENT - STATE,137,NOT AVAILABLE,Y,6032
3067,3306106,CONNECTICUT CHILDRENS MEDICAL CENTER,282 WASHINGTON STREET,HARTFORD,CT,6106,(860) 545-9000,CHILDREN,OPEN,187,HARTFORD,9003,USA,41.75366781,-72.6818001,622110,"CHILDREN'S HOSPITALS, GENERAL",https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY,2014-03-13T00:00:00.000Z,http://www.ccmckids.org,9,NON-PROFIT,187,LEVEL I PEDIATRIC,Y,6106
3068,1206776,NEW MILFORD HOSPITAL,21 ELM ST,NEW MILFORD,CT,6776,(860) 355-2611,GENERAL ACUTE CARE,OPEN,85,LITCHFIELD,9005,USA,41.58171301,-73.40955764,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://www.elicense.ct.gov/Lookup/GenerateRoster.aspx,2018-08-13T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.newmilfordhospital.org,9,NON-PROFIT,85,NOT AVAILABLE,N,6776
3069,5546122,HENDRICKS REGIONAL HEALTH,1000 E MAIN ST,DANVILLE,IN,46122,(317) 745-4451,GENERAL ACUTE CARE,OPEN,160,HENDRICKS,18063,USA,39.76191216,-86.50188213,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.hendrickshospital.org,18,GOVERNMENT - LOCAL,160,NOT AVAILABLE,Y,46122
3070,7546123,INDIANA UNIVERSITY HEALTH WEST HOSPITAL,1111 N RONALD REAGAN PKWY,AVON,IN,46123,(317) 217-3000,GENERAL ACUTE CARE,OPEN,127,HENDRICKS,18063,USA,39.78050439,-86.34044663,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.in.gov/isdh/reports/QAMIS/hosdir,2018-08-16T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.iuhealth.org,18,NON-PROFIT,127,NOT AVAILABLE,Y,46123
3071,32832541,REHABILITATION INSTITUTE OF NORTHWEST FLORIDA,996 AIRPORT RD,DESTIN,FL,32541,(850) 862-1111,GENERAL ACUTE CARE,OPEN,237,OKALOOSA,12091,USA,30.39412199,-86.47191119,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY/OTHER,2014-03-12T00:00:00.000Z,http://fwbmc.com/,12,PROPRIETARY,237,NOT AVAILABLE,Y,32541
3072,40632578,TWIN CITIES HOSPITAL,2190 HWY 85 N,NICEVILLE,FL,32578,(850) 678-4131,GENERAL ACUTE CARE,OPEN,65,OKALOOSA,12091,USA,30.5335891,-86.49547732,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.tchealthcare.com,12,PROPRIETARY,65,NOT AVAILABLE,Y,32578
3073,28732428,NORTHWEST FLORIDA COMMUNITY HOSPITAL,1360 BRICKYARD RD,CHIPLEY,FL,32428,(850) 638-1610,GENERAL ACUTE CARE,OPEN,59,WASHINGTON,12133,USA,30.76549207,-85.54286154,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.nfch.org,12,PROPRIETARY,59,NOT AVAILABLE,Y,32428
3074,35632055,SHANDS LAKE SHORE REGIONAL MEDICAL CENTER,368 NE FRANKLIN ST,LAKE CITY,FL,32055,(386) 292-8120,GENERAL ACUTE CARE,OPEN,99,COLUMBIA,12023,USA,30.19313357,-82.63275612,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.northflorida.va.gov/,12,GOVERNMENT - DISTRICT/AUTHORITY,99,NOT AVAILABLE,Y,32055
3075,19032565,JAY HOSPITAL,14114 ALABAMA ST,JAY,FL,32565,(850) 675-8000,GENERAL ACUTE CARE,OPEN,49,SANTA ROSA,12113,USA,30.94984954,-87.15126923,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bhcpns.org/jayhospital/,12,NON-PROFIT,49,NOT AVAILABLE,Y,32565
3076,23032340,MADISON COUNTY MEMORIAL HOSPITAL,309 NE MARION ST,MADISON,FL,32340,(850) 973-2271,GENERAL ACUTE CARE,OPEN,25,MADISON,12079,USA,30.47051409,-83.41149706,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.mcmh.us/,12,NON-PROFIT,25,NOT AVAILABLE,Y,32340
3077,3185710,"CHG HOSPITAL TUCSON, LLC",7220 EAST ROSEWOOD DR,TUCSON,AZ,85710,(520) 546-4600,LONG TERM CARE,OPEN,54,PIMA,4019,USA,32.2312412,-110.8380828,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://www.azdhs.gov/als/databases/,2018-08-11T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.chghospitals.com,4,PROPRIETARY,54,NOT AVAILABLE,N,85710
3078,39532216,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,(904) 296-3700,GENERAL ACUTE CARE,OPEN,309,DUVAL,12031,USA,30.25337778,-81.58236885,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.jaxhealth.com,12,NON-PROFIT,309,NOT AVAILABLE,Y,32216
3079,5732353,CAPITAL REGIONAL MEDICAL CENTER - GADSDEN MEMORIAL CAMPUS,23186 BLUE STAR HWY,QUINCY,FL,32353,(850) 325-5015,GENERAL ACUTE CARE,OPEN,266,GADSDEN,12039,USA,30.56888324,-84.54866986,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://capitalregionalmedicalcenter.com/about/newsroom/detail.dot?id=dedbce62-4040-44a6-8373-3d5b5313550f,12,PROPRIETARY,266,NOT AVAILABLE,Y,32353
3080,34532401,SELECT SPECIALTY HOSPITAL - PANAMA CITY,615 N BONITA AVE,PANAMA CITY,FL,32401,(850) 767-3180,LONG TERM CARE,OPEN,30,BAY,12005,USA,30.1597128,-85.64778936,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://www.floridahealthfinder.gov/facilitylocator/facilitysearch.aspx,2018-08-15T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.selectspecialtyhospitals.com/company/locations/panamacity.aspx,12,PROPRIETARY,30,NOT AVAILABLE,Y,32401
3081,7557747,FALL RIVER HOSPITAL,1201 HIGHWAY 71 SOUTH,HOT SPRINGS,SD,57747,(605) 745-8910,CRITICAL ACCESS,OPEN,25,FALL RIVER,46047,USA,43.41720813,-103.4800894,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://apps.sd.gov/ph04lassnet/rptPH04LicenseList.Aspx,2018-08-10T00:00:00.000Z,IMAGERY,2016-11-08T00:00:00.000Z,http://www.frhssd.org/,46,NON-PROFIT,25,TRH,Y,57747
3082,289703,CARSON TAHOE CONTINUING CARE HOSPITAL,775 FLEISCHMANN WAY,CARSON CITY,NV,89703,(775) 445-7795,LONG TERM CARE,OPEN,29,CARSON CITY,32510,USA,39.17078099,-119.7721521,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS,http://dpbh.nv.gov/Reg/HealthFacilities/Community_Resources/,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.carsontahoe.com/ltach,32,PROPRIETARY,29,NOT AVAILABLE,Y,89703
3083,1068818,MEMORIAL HOSPITAL,1423 SEVENTH ST,AURORA,NE,68818,(402) 694-3171,CRITICAL ACCESS,OPEN,14,HAMILTON,31081,USA,40.87123434,-98.01064063,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.memorialcommunityhealth.org/,31,NON-PROFIT,14,NOT AVAILABLE,Y,68818
3084,8768920,HARLAN COUNTY HEALTH SYSTEM,717 NORTH BROWN ST,ALMA,NE,68920,(308) 928-2151,CRITICAL ACCESS,OPEN,19,HARLAN,31083,USA,40.10499219,-99.36492831,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.harlancountyhealth.com,31,GOVERNMENT - LOCAL,19,NOT AVAILABLE,Y,68920
3085,714760,OLEAN GENERAL HOSPITAL,515 MAIN ST,OLEAN,NY,14760,(716) 375-6171,GENERAL ACUTE CARE,OPEN,186,CATTARAUGUS,36009,USA,42.08993262,-78.42783855,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,https://profiles.health.ny.gov/hospital/county_or_region/,2018-08-20T00:00:00.000Z,IMAGERY,2014-03-12T00:00:00.000Z,http://www.ogh.org,36,NON-PROFIT,186,NOT AVAILABLE,Y,14760
3086,25618472,SCI-WAYMART FORENSIC TREATMENT CENTER,PO BOX 256,WAYMART,PA,18472,(570) 488-5811,PSYCHIATRIC,CLOSED,90,WAYNE,42127,USA,41.57434191,-75.42685754,622210,"HOSPITALS, PSYCHIATRIC (EXCEPT CONVALESCENT)",http://www.pasda.psu.edu/uci/DataSummary.aspx?dataset=909,2016-09-26T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.portal.state.pa.us/portal/server.pt/community/hide_waymart/11432,42,GOVERNMENT - STATE,90,NOT AVAILABLE,N,18472
3087,23918848,GUTHRIE TOWANDA MEMORIAL HOSPITAL,91 HOSPITAL DRIVE,TOWANDA,PA,18848,(570) 297-9216,GENERAL ACUTE CARE,OPEN,77,BRADFORD,42015,USA,41.78405234,-76.44814893,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,https://www.guthrie.org/location/guthrie-towanda-memorial-hospital,42,NON-PROFIT,77,NOT AVAILABLE,Y,18848
3088,18518901,DOYLESTOWN HOSPITAL,595 WEST STATE STREET,DOYLESTOWN,PA,18901,(215) 345-2200,GENERAL ACUTE CARE,OPEN,238,BUCKS,42017,USA,40.30590179,-75.1461011,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.dh.org,42,NON-PROFIT,238,NOT AVAILABLE,Y,18901
3089,15319601,HAVEN BEHAVIORAL HEALTH OF EASTERN PENNSYLVANIA,145 NORTH 6TH STREET,READING,PA,19601,(610) 406-4340,PSYCHIATRIC,OPEN,28,BERKS,42011,USA,40.33800428,-75.92538936,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.havenbehavioralhospital.com,42,PROPRIETARY,28,NOT AVAILABLE,N,19601
3090,2068467,YORK GENERAL HOSPITAL,2222 NORTH LINCOLN AVE,YORK,NE,68467,(402) 362-6671,CRITICAL ACCESS,OPEN,25,YORK,31185,USA,40.8825718,-97.5921534,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.yorkgeneral.org,31,NON-PROFIT,25,NOT AVAILABLE,Y,68467
3091,24619607,HEALTHSOUTH READING REHABILITATION HOSPITAL,1623 MORGANTOWN ROAD,READING,PA,19607,(610) 796-6201,REHABILITATION,OPEN,60,BERKS,42011,USA,40.288547,-75.924715,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)",http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-01-06T00:00:00.000Z,http://www.healthsouthreading.com,42,PROPRIETARY,60,NOT AVAILABLE,N,19607
3092,10416673,NASON HOSPITAL,105 NASON DRIVE,ROARING SPRING,PA,16673,(814) 224-6200,GENERAL ACUTE CARE,OPEN,45,BLAIR,42013,USA,40.338928,-78.388433,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.nasonhospital.org,42,NON-PROFIT,45,NOT AVAILABLE,Y,16673
3093,7017331,HANOVER HOSPITAL,300 HIGHLAND AVENUE,HANOVER,PA,17331,(717) 316-2154,GENERAL ACUTE CARE,OPEN,106,YORK,42133,USA,39.808793,-76.983191,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.hanoverhospital.org,42,NON-PROFIT,106,NOT AVAILABLE,Y,17331
3094,7769201,CHERRY COUNTY HOSPITAL,510 NORTH GREEN ST,VALENTINE,NE,69201,(402) 376-2525,CRITICAL ACCESS,OPEN,25,CHERRY,31031,USA,42.87939012,-100.5381664,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,NOT AVAILABLE,31,GOVERNMENT - LOCAL,25,LEVEL IV,Y,69201
3095,17716201,ACMH HOSPITAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,(724) 543-8500,GENERAL ACUTE CARE,OPEN,155,ARMSTRONG,42005,USA,40.808844,-79.562016,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.acmh.org,42,NON-PROFIT,155,NOT AVAILABLE,Y,16201
3096,2315217,"CHILDREN'S INSTITUTE OF PITTSBURGH, THE",6301 NORTHUMBERLAND STREET,PITTSBURGH,PA,15217,(412) 420-2400,CHILDREN,OPEN,72,ALLEGHENY,42003,USA,40.44268659,-79.91919944,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.amazingkids.org,42,NON-PROFIT,72,NOT AVAILABLE,N,15217
3097,16415146,LIFECARE HOSPITALS OF PITTSBURGH - MONROEVILLE,2380 MCGINLEY ROAD,MONROEVILLE,PA,15146,(412) 856-2400,LONG TERM CARE,CLOSED,87,ALLEGHENY,42003,USA,40.424853,-79.74575,622310,"EXTENDED CARE HOSPITALS (EXCEPT MENTAL, SUBSTANCE ABUSE)",http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2016-09-26T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.lifecare-hospitals.com/hospital.php?id=8,42,PROPRIETARY,87,NOT AVAILABLE,N,15146
3098,18415224,CHILDRENS HOME OF PITTSBURGH,5324 PENN AVENUE,PITTSBURGH,PA,15224,(412) 441-4884,CHILDREN,OPEN,28,ALLEGHENY,42003,USA,40.46423361,-79.93737166,622310,"CHILDREN'S HOSPITALS, SPECIALTY (EXCEPT PSYCHIATRIC, SUBSTANCE ABUSE)",http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY/OTHER,2014-02-10T00:00:00.000Z,http://www.childrenshomepgh.org,42,NON-PROFIT,28,NOT AVAILABLE,N,15224
3099,20415237,UPMC PASSAVANT,9100 BABCOCK BOULEVARD,PITTSBURGH,PA,15237,(412) 748-6800,GENERAL ACUTE CARE,OPEN,412,ALLEGHENY,42003,USA,40.573393,-80.013993,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.upmc.edu/passavant,42,NON-PROFIT,412,NOT AVAILABLE,Y,15237
3100,25515065,ALLEGHENY VALLEY HOSPITAL,1301 CARLISLE STREET,NATRONA HEIGHTS,PA,15065,(724) 224-5100,GENERAL ACUTE CARE,OPEN,228,ALLEGHENY,42003,USA,40.61828482,-79.73675135,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.wpahs.org/locations/allegheny-valley-hospital,42,NON-PROFIT,228,NOT AVAILABLE,Y,15065
3101,13716354,TITUSVILLE AREA HOSPITAL,406 WEST OAK STREET,TITUSVILLE,PA,16354,(814) 827-1851,GENERAL ACUTE CARE,OPEN,72,CRAWFORD,42039,USA,41.63362,-79.67973,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.titusvillehospital.org,42,NON-PROFIT,72,NOT AVAILABLE,N,16354
3102,3117815,GEISINGER-BLOOMSBURG HOSPITAL,549 FAIR STREET,BLOOMSBURG,PA,17815,(570) 387-2100,GENERAL ACUTE CARE,OPEN,72,COLUMBIA,42037,USA,41.009512,-76.452273,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://sais.health.pa.gov/commonpoc/content/publiccommonpoc/normalSearch.asp,2018-08-09T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.bloomhealth.net,42,NON-PROFIT,72,NOT AVAILABLE,Y,17815
3103,7468781,TILDEN COMMUNITY HOSPITAL,308 WEST 2ND,TILDEN,NE,68781,(402) 368-5343,CRITICAL ACCESS,CLOSED,12,ANTELOPE,31003,USA,42.04735132,-97.83784808,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS,http://dhhs.ne.gov/publichealth/Documents/Hospital%20Roster.pdf,2012-07-12T00:00:00.000Z,IMAGERY,2014-02-10T00:00:00.000Z,http://www.tildenhospital.org,31,GOVERNMENT - LOCAL,12,NOT AVAILABLE,N,68781
